Construction Materials of the Outer Walls and City/Municipality,Total Occupied Housing Units,Construction Materials of the Roof,Galvanized iron/aluminum,Tile/concrete/clay tile,Half galvanized iron and half concrete,Bamboo/cogon/ nipa/anahaw,Asbestos,Makeshift/ salvaged/ improvised materials,Trapal,Others,Not Reported
,,,,,,,,,,
NATIONAL CAPITAL REGION,,,,,,,,,,
Asbestos,  1 ,  -   ,  -   ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   
Glass,  10 ,  10 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  92 ,  55 ,  -   ,  1 ,  3 ,  -   ,  30 ,  1 ,  2 ,  -   
Trapal,  47 ,  22 ,  -   ,  -   ,  5 ,  -   ,  4 ,  15 ,  1 ,  -   
Others,  18 ,  14 ,  -   ,  -   ,  1 ,  -   ,  -   ,  1 ,  2 ,  -   
No walls,  2 ,  1 ,  -   ,  -   ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   
Not Reported,  72 ,  56 ,  1 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  13 
MAYANTOC,,,,,,,,,,
Total,  7.456 ,  5.952 ,  225 ,  683 ,  583 ,  2 ,  8 ,  3 ,  -   ,  -   
Concrete/brick/stone,  4.136 ,  3.906 ,  183 ,  40 ,  6 ,  1 ,  -   ,  -   ,  -   ,  -   
Wood,  417 ,  300 ,  6 ,  30 ,  81 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  1.560 ,  910 ,  32 ,  581 ,  35 ,  1 ,  -   ,  1 ,  -   ,  -   
Galvanized iron/aluminum,  52 ,  40 ,  4 ,  3 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.254 ,  770 ,  -   ,  26 ,  456 ,  -   ,  2 ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  20 ,  13 ,  -   ,  1 ,  -   ,  -   ,  6 ,  -   ,  -   ,  -   
Trapal,  4 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  2 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  12 ,  10 ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
MONCADA,,,,,,,,,,
Total,  13.314 ,  12.416 ,  18 ,  314 ,  536 ,  2 ,  18 ,  6 ,  1 ,  3 
Concrete/brick/stone,  8.468 ,  8.448 ,  11 ,  6 ,  -   ,  1 ,  -   ,  2 ,  -   ,  -   
Wood,  321 ,  239 ,  4 ,  5 ,  72 ,  1 ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  1.874 ,  1.581 ,  2 ,  259 ,  30 ,  -   ,  2 ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  224 ,  215 ,  1 ,  3 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  2.237 ,  1.767 ,  -   ,  40 ,  420 ,  -   ,  5 ,  2 ,  -   ,  3 
Asbestos,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  55 ,  37 ,  -   ,  -   ,  8 ,  -   ,  10 ,  -   ,  -   ,  -   
Trapal,  11 ,  7 ,  -   ,  -   ,  1 ,  -   ,  1 ,  2 ,  -   ,  -   
Others,  39 ,  38 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  1 ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  84 ,  83 ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
PANIQUI,,,,,,,,,,
Total,  22.013 ,  19.396 ,  430 ,  1.225 ,  926 ,  2 ,  15 ,  4 ,  11 ,  4 
Concrete/brick/stone,  15.957 ,  15.415 ,  407 ,  106 ,  22 ,  2 ,  -   ,  -   ,  3 ,  2 
Wood,  772 ,  650 ,  7 ,  26 ,  88 ,  -   ,  -   ,  -   ,  1 ,  -   
Half concrete/brick/stone and half wood,  2.424 ,  1.512 ,  15 ,  847 ,  47 ,  -   ,  2 ,  -   ,  1 ,  -   
Galvanized iron/aluminum,  85 ,  58 ,  -   ,  13 ,  14 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  2.631 ,  1.659 ,  -   ,  217 ,  748 ,  -   ,  1 ,  1 ,  5 ,  -   
Asbestos,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  29 ,  15 ,  -   ,  1 ,  3 ,  -   ,  9 ,  1 ,  -   ,  -   
Trapal,  23 ,  14 ,  -   ,  -   ,  3 ,  -   ,  3 ,  2 ,  1 ,  -   
Others,  13 ,  12 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  3 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  75 ,  57 ,  1 ,  15 ,  -   ,  -   ,  -   ,  -   ,  -   ,  2 
PURA,,,,,,,,,,
Total,  5.585 ,  5.157 ,  3 ,  100 ,  287 ,  -   ,  19 ,  1 ,  18 ,  -   
Concrete/brick/stone,  4.356 ,  4.310 ,  3 ,  18 ,  22 ,  -   ,  1 ,  -   ,  2 ,  -   
Wood,  74 ,  55 ,  -   ,  3 ,  15 ,  -   ,  -   ,  -   ,  1 ,  -   
Half concrete/brick/stone and half wood,  475 ,  387 ,  -   ,  60 ,  25 ,  -   ,  -   ,  -   ,  3 ,  -   
Galvanized iron/aluminum,  27 ,  9 ,  -   ,  1 ,  17 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  628 ,  380 ,  -   ,  18 ,  207 ,  -   ,  11 ,  1 ,  11 ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  11 ,  4 ,  -   ,  -   ,  -   ,  -   ,  7 ,  -   ,  -   ,  -   
Trapal,  3 ,  2 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  3 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  1 ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  8 ,  8 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
RAMOS,,,,,,,,,,
Total,  4.710 ,  4.052 ,  40 ,  146 ,  463 ,  1 ,  5 ,  1 ,  2 ,  -   
Concrete/brick/stone,  3.716 ,  3.573 ,  38 ,  63 ,  40 ,  1 ,  1 ,  -   ,  -   ,  -   
Wood,  77 ,  31 ,  -   ,  4 ,  40 ,  -   ,  2 ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  283 ,  198 ,  2 ,  61 ,  21 ,  -   ,  -   ,  -   ,  1 ,  -   
Galvanized iron/aluminum,  18 ,  5 ,  -   ,  3 ,  10 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  595 ,  232 ,  -   ,  15 ,  347 ,  -   ,  1 ,  -   ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  6 ,  -   ,  -   ,  -   ,  5 ,  -   ,  1 ,  -   ,  -   ,  -   
Trapal,  6 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   ,  1 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  1 ,  -   
Not Reported,  8 ,  8 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
SAN CLEMENTE,,,,,,,,,,
Total,  3.017 ,  2.876 ,  1 ,  9 ,  126 ,  3 ,  1 ,  -   ,  1 ,  -   
Concrete/brick/stone,  2.030 ,  2.025 ,  1 ,  -   ,  1 ,  3 ,  -   ,  -   ,  -   ,  -   
Wood,  123 ,  119 ,  -   ,  -   ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  237 ,  231 ,  -   ,  4 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  10 ,  10 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  589 ,  464 ,  -   ,  5 ,  119 ,  -   ,  -   ,  -   ,  1 ,  -   
Asbestos,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   
Trapal,  4 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  18 ,  18 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
SAN MANUEL,,,,,,,,,,
Total,  5.645 ,  4.712 ,  198 ,  371 ,  353 ,  -   ,  4 ,  5 ,  -   ,  2 
Concrete/brick/stone,  3.774 ,  3.625 ,  139 ,  8 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  88 ,  83 ,  1 ,  -   ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  838 ,  418 ,  57 ,  333 ,  28 ,  -   ,  1 ,  1 ,  -   ,  -   
Galvanized iron/aluminum,  140 ,  128 ,  1 ,  7 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  752 ,  417 ,  -   ,  23 ,  310 ,  -   ,  1 ,  1 ,  -   ,  -   
Asbestos,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  18 ,  11 ,  -   ,  -   ,  5 ,  -   ,  2 ,  -   ,  -   ,  -   
Trapal,  7 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  3 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  25 ,  23 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  2 
SANTA IGNACIA,,,,,,,,,,
Total,  11.454 ,  10.215 ,  93 ,  509 ,  618 ,  1 ,  15 ,  -   ,  1 ,  2 
Concrete/brick/stone,  7.254 ,  7.143 ,  79 ,  26 ,  5 ,  1 ,  -   ,  -   ,  -   ,  -   
Wood,  512 ,  435 ,  -   ,  19 ,  58 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  1.472 ,  1.024 ,  11 ,  410 ,  26 ,  -   ,  1 ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  135 ,  125 ,  3 ,  5 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  2.013 ,  1.435 ,  -   ,  48 ,  525 ,  -   ,  4 ,  -   ,  1 ,  -   
Asbestos,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  3 ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  23 ,  12 ,  -   ,  -   ,  1 ,  -   ,  10 ,  -   ,  -   ,  -   
Trapal,  3 ,  2 ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Others,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  33 ,  30 ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  2 
CITY OF TARLAC (Capital),,,,,,,,,,
Total,  74.429 ,  68.133 ,  1.510 ,  2.389 ,  1.976 ,  32 ,  256 ,  104 ,  8 ,  21 
Concrete/brick/stone,  60.542 ,  58.874 ,  1.246 ,  304 ,  84 ,  25 ,  1 ,  5 ,  3 ,  -   
Wood,  2.413 ,  1.643 ,  164 ,  221 ,  351 ,  2 ,  8 ,  22 ,  2 ,  -   
Half concrete/brick/stone and half wood,  6.612 ,  4.613 ,  89 ,  1.756 ,  132 ,  3 ,  9 ,  8 ,  2 ,  -   
Galvanized iron/aluminum,  380 ,  322 ,  11 ,  24 ,  22 ,  -   ,  -   ,  1 ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  3.668 ,  2.187 ,  -   ,  76 ,  1.361 ,  -   ,  23 ,  16 ,  1 ,  4 
Asbestos,  16 ,  16 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  5 ,  3 ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  467 ,  230 ,  -   ,  3 ,  19 ,  -   ,  207 ,  8 ,  -   ,  -   
Trapal,  142 ,  83 ,  -   ,  -   ,  7 ,  -   ,  8 ,  44 ,  -   ,  -   
Others,  13 ,  13 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  11 ,  11 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  160 ,  138 ,  -   ,  3 ,  -   ,  2 ,  -   ,  -   ,  -   ,  17 
VICTORIA,,,,,,,,,,
Total,  15.035 ,  13.444 ,  149 ,  587 ,  775 ,  4 ,  38 ,  26 ,  8 ,  4 
Concrete/brick/stone,  11.000 ,  10.778 ,  110 ,  86 ,  20 ,  2 ,  3 ,  1 ,  -   ,  -   
Wood,  363 ,  238 ,  3 ,  30 ,  87 ,  1 ,  1 ,  2 ,  1 ,  -   
Half concrete/brick/stone and half wood,  1.682 ,  1.226 ,  36 ,  380 ,  37 ,  -   ,  2 ,  1 ,  -   ,  -   
Galvanized iron/aluminum,  72 ,  58 ,  -   ,  4 ,  10 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.775 ,  1.047 ,  -   ,  83 ,  607 ,  -   ,  13 ,  19 ,  4 ,  2 
Asbestos,  5 ,  3 ,  -   ,  1 ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  79 ,  45 ,  -   ,  2 ,  12 ,  -   ,  17 ,  2 ,  1 ,  -   
Trapal,  17 ,  12 ,  -   ,  -   ,  2 ,  -   ,  2 ,  1 ,  -   ,  -   
Others,  6 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  2 ,  -   
No walls,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  34 ,  31 ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  2 
SAN JOSE,,,,,,,,,,
Total,  8.357 ,  7.167 ,  19 ,  160 ,  988 ,  1 ,  7 ,  6 ,  9 ,  -   
Concrete/brick/stone,  4.503 ,  4.457 ,  17 ,  15 ,  13 ,  1 ,  -   ,  -   ,  -   ,  -   
Wood,  465 ,  293 ,  -   ,  1 ,  171 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  860 ,  767 ,  2 ,  65 ,  25 ,  -   ,  -   ,  -   ,  1 ,  -   
Galvanized iron/aluminum,  31 ,  25 ,  -   ,  -   ,  6 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  2.437 ,  1.579 ,  -   ,  76 ,  770 ,  -   ,  1 ,  3 ,  8 ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  17 ,  9 ,  -   ,  -   ,  2 ,  -   ,  6 ,  -   ,  -   ,  -   
Trapal,  12 ,  8 ,  -   ,  -   ,  1 ,  -   ,  -   ,  3 ,  -   ,  -   
Others,  5 ,  5 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  27 ,  24 ,  -   ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
ZAMBALES (excluding Olongapo City),,,,,,,,,,
Total,  139.844 ,  115.886 ,  1.679 ,  6.828 ,  14.344 ,  14 ,  611 ,  339 ,  85 ,  58 
Concrete/brick/stone,  96.806 ,  93.259 ,  1.519 ,  1.500 ,  481 ,  12 ,  15 ,  11 ,  9 ,  -   
Wood,  5.871 ,  4.114 ,  32 ,  465 ,  1.068 ,  -   ,  132 ,  46 ,  14 ,  -   
Half concrete/brick/stone and half wood,  13.740 ,  8.733 ,  94 ,  4.341 ,  527 ,  1 ,  21 ,  11 ,  6 ,  6 
Galvanized iron/aluminum,  1.721 ,  1.375 ,  32 ,  133 ,  171 ,  -   ,  6 ,  4 ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  19.643 ,  7.325 ,  -   ,  345 ,  11.774 ,  -   ,  73 ,  89 ,  20 ,  17 
Asbestos,  4 ,  4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  10 ,  8 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  937 ,  402 ,  -   ,  5 ,  154 ,  -   ,  340 ,  33 ,  3 ,  -   
Trapal,  504 ,  210 ,  -   ,  -   ,  120 ,  -   ,  24 ,  144 ,  6 ,  -   
Others,  133 ,  69 ,  -   ,  1 ,  36 ,  -   ,  -   ,  -   ,  27 ,  -   
No walls,  16 ,  7 ,  -   ,  -   ,  8 ,  -   ,  -   ,  1 ,  -   ,  -   
Not Reported,  459 ,  380 ,  -   ,  38 ,  5 ,  1 ,  -   ,  -   ,  -   ,  35 
BOTOLAN,,,,,,,,,,
Total,  13.627 ,  10.028 ,  58 ,  765 ,  2.725 ,  2 ,  40 ,  5 ,  4 ,  -   
Concrete/brick/stone,  8.558 ,  8.325 ,  48 ,  142 ,  37 ,  2 ,  4 ,  -   ,  -   ,  -   
Wood,  619 ,  287 ,  -   ,  33 ,  298 ,  -   ,  1 ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  1.285 ,  695 ,  7 ,  527 ,  52 ,  -   ,  1 ,  -   ,  3 ,  -   
Galvanized iron/aluminum,  178 ,  121 ,  3 ,  34 ,  18 ,  -   ,  1 ,  1 ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  2.814 ,  525 ,  -   ,  28 ,  2.258 ,  -   ,  1 ,  1 ,  1 ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  116 ,  37 ,  -   ,  -   ,  47 ,  -   ,  31 ,  1 ,  -   ,  -   
Trapal,  29 ,  15 ,  -   ,  -   ,  11 ,  -   ,  1 ,  2 ,  -   ,  -   
Others,  9 ,  6 ,  -   ,  -   ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  1 ,  -   ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  18 ,  17 ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
CABANGAN,,,,,,,,,,
Total,  5.966 ,  4.310 ,  89 ,  572 ,  933 ,  1 ,  49 ,  4 ,  -   ,  8 
Concrete/brick/stone,  3.893 ,  3.740 ,  67 ,  20 ,  64 ,  1 ,  1 ,  -   ,  -   ,  -   
Wood,  160 ,  96 ,  1 ,  20 ,  43 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  743 ,  187 ,  20 ,  494 ,  39 ,  -   ,  3 ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  53 ,  23 ,  1 ,  16 ,  13 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.018 ,  234 ,  -   ,  19 ,  756 ,  -   ,  6 ,  1 ,  -   ,  2 
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  55 ,  9 ,  -   ,  -   ,  9 ,  -   ,  37 ,  -   ,  -   ,  -   
Trapal,  19 ,  6 ,  -   ,  -   ,  8 ,  -   ,  2 ,  3 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  1 ,  -   ,  -   ,  -   ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  24 ,  15 ,  -   ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  6 
CANDELARIA,,,,,,,,,,
Total,  6.034 ,  5.373 ,  40 ,  114 ,  502 ,  1 ,  1 ,  3 ,  -   ,  -   
Concrete/brick/stone,  3.778 ,  3.683 ,  36 ,  53 ,  6 ,  -   ,  -   ,  -   ,  -   ,  -   
Wood,  209 ,  166 ,  -   ,  5 ,  38 ,  -   ,  -   ,  -   ,  -   ,  -   
Half concrete/brick/stone and half wood,  750 ,  689 ,  4 ,  44 ,  12 ,  1 ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  16 ,  14 ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.242 ,  791 ,  -   ,  9 ,  440 ,  -   ,  -   ,  2 ,  -   ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  4 ,  2 ,  -   ,  -   ,  1 ,  -   ,  1 ,  -   ,  -   ,  -   
Trapal,  6 ,  2 ,  -   ,  -   ,  3 ,  -   ,  -   ,  1 ,  -   ,  -   
Others,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  28 ,  25 ,  -   ,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
CASTILLEJOS,,,,,,,,,,
Total,  16.636 ,  14.688 ,  46 ,  985 ,  834 ,  -   ,  49 ,  17 ,  11 ,  6 
Concrete/brick/stone,  13.339 ,  12.856 ,  39 ,  394 ,  47 ,  -   ,  -   ,  1 ,  2 ,  -   
Wood,  336 ,  281 ,  3 ,  10 ,  34 ,  -   ,  2 ,  -   ,  6 ,  -   
Half concrete/brick/stone and half wood,  1.406 ,  823 ,  1 ,  521 ,  58 ,  -   ,  2 ,  1 ,  -   ,  -   
Galvanized iron/aluminum,  100 ,  54 ,  3 ,  34 ,  9 ,  -   ,  -   ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.276 ,  574 ,  -   ,  23 ,  669 ,  -   ,  2 ,  6 ,  2 ,  -   
Asbestos,  1 ,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  73 ,  19 ,  -   ,  -   ,  10 ,  -   ,  43 ,  -   ,  1 ,  -   
Trapal,  59 ,  45 ,  -   ,  -   ,  5 ,  -   ,  -   ,  9 ,  -   ,  -   
Others,  2 ,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  44 ,  33 ,  -   ,  3 ,  2 ,  -   ,  -   ,  -   ,  -   ,  6 
IBA (Capital),,,,,,,,,,
Total,  11.450 ,  10.198 ,  69 ,  171 ,  957 ,  -   ,  38 ,  12 ,  5 ,  -   
Concrete/brick/stone,  8.930 ,  8.816 ,  65 ,  17 ,  31 ,  -   ,  -   ,  1 ,  -   ,  -   
Wood,  190 ,  179 ,  1 ,  1 ,  7 ,  -   ,  -   ,  2 ,  -   ,  -   
Half concrete/brick/stone and half wood,  750 ,  579 ,  3 ,  135 ,  33 ,  -   ,  -   ,  -   ,  -   ,  -   
Galvanized iron/aluminum,  49 ,  38 ,  -   ,  2 ,  8 ,  -   ,  1 ,  -   ,  -   ,  -   
Bamboo/sawali/cogon/nipa,  1.424 ,  530 ,  -   ,  16 ,  871 ,  -   ,  2 ,  2 ,  3 ,  -   
Asbestos,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Glass,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Makeshift/salvaged/improvised materials,  58 ,  21 ,  -   ,  -   ,  2 ,  -   ,  35 ,  -   ,  -   ,  -   
Trapal,  18 ,  8 ,  -   ,  -   ,  3 ,  -   ,  -   ,  7 ,  -   ,  -   
Others,  5 ,  1 ,  -   ,  -   ,  2 ,  -   ,  -   ,  -   ,  2 ,  -   
No walls,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Not Reported,  26 ,  26 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
MASINLOC,,,,,,,,,,
Total,  10.620 ,  8.718 ,  345 ,  242 ,  1.249 ,  -   ,  43 ,  12 ,  10 ,  1 
Concrete/brick/stone,  6.270 ,  5.920 ,  306 ,  25 ,  19 ,  -   ,  -   ,  -   ,  -   ,  -   
